Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Group
"সর্বোত্তম চরিত্রের অধিকারী রাসুল সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম দুনিয়ার মানবমণ্ডলীর জন্য অনুকরণ-অনুসরণযোগ্য ব্যক্তিত্ব, যে মহামানবের মহত্তম জীবনের প্রতিটি পর্যায়ে রয়েছে উত্তম আদর্শ।",1,2,2,2,2
নবীজি একজন দুধমা হালিমাকে সারাজীবন মায়ের মত সম্মান করেছেন তাতেই তিনি কত মহান,1,2,2,2,2
মহানবীর ভ্রাতৃত্ব ও আদর্শ ছড়িয়ে পড়ুক সবার মাঝে।,1,2,2,2,2
"ধন্যবাদ স্যার, ইসলামের এমন সৌন্দর্য গুলো ফুটিয়ে তুলতে প্রথম আলোর আরো ভূমিকা চাই।",2,2,2,2,1
হযরত মুহাম্মদ (সাঃ) এর উম্মত হিসাবে একবার শুকরিয়া আদায় করি!,1,1,2,2,2
মহান আল্লাহ আমাদেরকে পাপ'মুক্ত জীবন-যাপন করার তৌফিক দান করুন.!,2,1,2,1,2
জীবনে সবচেয়ে বড় চাওয়া আল্লাহ যেন ঘুমের ঘরে নবিজীকে ১ বার হলে ও স্বপ্নে দেখান,1,2,2,1,2
১৯০ কোটি মানুষের কলিজার টুকরো হলেনহযরত মুহাম্মাদ (সাঃ) আলহামদুলিল্লাহ,1,2,2,2,1
"মানসিক শান্তি'ই বড় শান্তি.!আর সেই শান্তি শুধুমাত্র ""নামাজের"" মাধ্যমে'ই পাওয়া যায়.!",2,1,2,2,2
"আল্লাহর উপর পরিপূর্ণ বিশ্বাস রাখুন, আপনার দোয়াও কবুল হবে,ইনশা'আল্লাহ",2,1,2,1,2
"মা নামক জান্নাত টা এখনো যাদের বেচেঁ আছে,,তারা শুকরিয়া আদায় করি আলহামদুলিল্লাহ",2,1,2,2,2
"ইয়া রব,যতটুকু হেদায়াত পেয়েছি তা হারিয়ে যেতে দিবেন না, আর যে পাপের জন্য তওবা করেছি সে পাপ পুনরায় হতে দিবেন না",2,1,2,1,2
জান্নাতের পানি দুধের চেয়ে সাদা এবং মধুর চেয়ে মিষ্টি হবে আলহামদুলিল্লাহ,2,1,2,2,2
শুকরিয়াঐ মহান রবের প্রতি..যিনি ঘুম নামক মৃত্যু থেকে জাগিয়ে ফজর সালাত আদায়ের তৌফিক দিয়েছেন,2,1,2,1,2
ইসলামি বিশ্ব রাশিয়ার ওপর আরোপিত পশ্চিমা নিষেধাজ্ঞাকে সমর্থন করে না।,2,2,2,2,1
ইসলাম বিশ্বের দ্বিতীয় বৃহত্তর ধর্ম।,2,2,2,2,1
মুসলিম সম্প্রদায়ের সদস্যরা সামাজিক পর্যায়ে সাধারণভাবে সামগ্রিক ভদ্রতা এবং সমাজের সদস্যরা প্রশংসা করে এবং তাদের পরিচয় সবার সাথে মিলে চলে আসে।,2,1,2,2,1
মুসলিম সম্প্রদায়ের সদস্যরা সমাজে শিক্ষার্থীদের শিক্ষা প্রদানে এবং প্রশাসনিক ক্ষেত্রে উদ্যোগী এবং উন্নতি করতে উৎসাহিত করেন।,2,1,2,2,1
"""ইসলাম"" শব্দের আক্ষরিক অর্থ ""শান্তি"" এবং ""আত্মসমর্পণ""",2,2,2,2,1
"আল্লাহ এর দুটি সর্বাধিক সাধারণ বৈশিষ্ট্য হল ""দয়াময় এবং দয়ালু""",2,2,2,1,2
ইসলামের ঈমানের ঘোষণা সহজ,2,2,2,1,1
ইসলামকে যত দাবিয়ে রাখার চেষ্টা করবে।ততো বেশি ছড়িয়ে যাবে,2,2,2,2,1
